id;project_id;user_id;tags;created_at
92f481c8-b3a1-4820-b44a-b2296e498674;5236e120-c7f6-45a1-ad1d-41f9d290b500;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""AI"",""intelligence artificielle"",""futur"",""technologie"",""innovation"",""science"",""histoire"",""impact"",""société"",""scénario""]";2025-12-10 21:32:23.211021+00
981828c5-dd39-40ba-ae9b-ffa16996ff41;f0d33716-70ca-419c-ba09-946234726778;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""Nasdaq"",""AI"",""bulle financière"",""marché boursier"",""Nvidia"",""technologie"",""investir"",""économie"",""profits"",""valorisations""]";2025-12-11 09:11:22.015659+00
2d732058-e80c-49b1-9cb0-29bc980e36e8;f0d33716-70ca-419c-ba09-946234726778;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""Nasdaq"",""IA"",""bulle boursière"",""marché boursier"",""NVIDIA"",""investissement"",""finance"",""économie"",""technologie"",""profits""]";2025-12-11 09:12:17.95661+00
ef98d89c-a196-4da9-801b-203b5a10b0c0;f0d33716-70ca-419c-ba09-946234726778;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""Nasdaq"",""AI"",""Bulle financière"",""Investissement"",""Marché boursier"",""Technologie"",""NVIDIA"",""Actions"",""Économie"",""Finance""]";2025-12-11 09:12:44.323313+00
51c07a16-4fcf-4759-aed8-1c0c5b9ab09b;f0d33716-70ca-419c-ba09-946234726778;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""Nasdaq"",""IA"",""Bulle"",""Bourse"",""Investir"",""Technologie"",""Croissance"",""Profits"",""Marché"",""Finance""]";2025-12-11 09:13:39.351626+00
7a45eecb-80c8-46af-bb3c-f7d3c82c4ee9;f0d33716-70ca-419c-ba09-946234726778;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""Nasdaq"",""AI"",""Stock Market"",""Investment"",""Tech Stocks"",""Economy"",""Financial Trends"",""Market Cycles"",""Bubble"",""Growth Stocks""]";2025-12-11 09:13:53.194162+00
7e02c9e1-5ad3-4da3-9078-fe6c53a3ecf7;10887b37-9004-4f01-8867-4c093e1086df;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""stock market"",""investing"",""stocks"",""finance"",""warning signs"",""bad investments"",""investor psychology"",""wealth"",""financial analysis"",""pump and dump""]";2025-12-11 11:35:02.528432+00
eafd4353-f8b9-460b-93bc-1111001fc327;93b2bead-f57d-41a5-9388-f05d491e77e6;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""sugar"",""dietitians"",""nutrition"",""health"",""food industry"",""added sugar"",""food labels"",""healthy eating"",""hidden sugar"",""processed food""]";2025-12-11 14:31:43.005119+00
7320c3fc-5dda-4091-b386-3d5239c07e25;55431e2c-ca7d-498f-b9fa-0d5c127353a1;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""quitting"",""self-sabotage"",""motivation"",""goals"",""discipline"",""mindset"",""productivity"",""personal growth"",""success"",""psychology""]";2025-12-11 23:43:13.304589+00
b6e24597-5258-4307-839b-7aea238eb59b;c125c603-dea7-4903-ae55-fdb5a9ff2952;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""relationships"",""love"",""dating"",""psychology"",""attraction"",""patterns"",""emotions"",""self-sabotage"",""mindset"",""personal growth""]";2025-12-11 23:46:38.698119+00
2d1a1d4f-3409-4751-a19c-92ca14f34b95;16c9ade9-71a2-41a3-89f1-b59f9bdf16be;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""hábitos"",""comportamiento"",""neurociencia"",""motivación"",""psicología"",""cerebro"",""productividad"",""bienestar"",""rutina"",""autocontrol""]";2025-12-11 23:54:53.003913+00
27fe7796-9966-4d26-8b46-03c349dc63d8;16c9ade9-71a2-41a3-89f1-b59f9bdf16be;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""Habits"",""Habit formation"",""Neuroscience"",""Behavioral psychology"",""Productivity"",""Self-improvement"",""Brain science"",""Motivation"",""Personal growth"",""Psychology""]";2025-12-11 23:55:24.74746+00
bb8fe8cd-028e-47da-9a20-9644955e6c8d;929da4e2-ae10-4379-89a1-c6ba874bc2a7;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""stock market"",""investing"",""beginners"",""finance"",""stocks"",""market cap"",""dividends"",""shares"",""financial literacy"",""wealth""]";2025-12-12 23:49:38.326288+00
4c6fe6c8-ece1-48a5-8339-271f019c7ffb;d7a6218d-cc26-4dd0-9cd3-93ee7cf723f6;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""investing"",""wealth"",""finance"",""money"",""rich"",""investors"",""financial habits"",""personal finance"",""stock market"",""mindset""]";2025-12-13 00:14:53.606578+00
d9bae7f1-3d0a-49e2-a3a9-f00d60034e03;cfcd0ff6-3075-4443-a32a-a7e8f0fa3e89;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""millionaires"",""investing"",""diversification"",""wealth"",""finance"",""stocks"",""money"",""portfolio"",""retirement"",""strategy""]";2025-12-13 00:15:46.192144+00
c76ae310-49d0-4043-860b-eefeb4baee43;aeddc42a-dd7b-4e96-a02a-91581dac48f7;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""investing"",""lazy investing"",""finance"",""stock market"",""money"",""passive income"",""retirement"",""wealth"",""investor psychology"",""financial advice""]";2025-12-14 20:50:32.0609+00
47ec50a6-db2d-4109-98f2-a00f3def57af;020fb67a-7f35-4f25-a19d-a2a87bb01ca7;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""creatine"",""muscle growth"",""inflammation"",""fat loss"",""anti-aging"",""nutrition"",""metabolism"",""supplements"",""fitness"",""health""]";2025-12-14 22:55:23.495816+00
aac4f25c-1035-4c13-9db4-74d0f76fea66;ec0afd2f-722e-4825-9142-9fd690d9926d;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""Insulin resistance"",""belly fat"",""weight loss"",""gut health"",""metabolism"",""nutrition"",""health"",""fat loss"",""diabetes"",""diet""]";2025-12-15 11:33:55.136925+00
38016e71-98c3-44e3-a93a-14d5428218ad;fe7c382a-1ec7-4452-9b00-51ea8d41a2b6;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""France"",""economy"",""crisis"",""debt"",""government"",""Europe"",""inflation"",""collapse"",""finance"",""politics""]";2025-12-15 14:30:39.212155+00
c4977e9f-a32a-4ac2-849b-a7a3ad599a84;86a95b57-7eaf-4995-aa9a-62b95dfc5e55;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""taxes"",""wealth"",""billionaires"",""finance"",""investing"",""tax avoidance"",""money"",""rich"",""economy"",""assets""]";2025-12-15 15:24:05.453356+00
51115703-644c-496e-9578-3f6f678f1917;d123ebc3-0b0c-4c82-a876-5e52477c44c1;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""gold"",""investing"",""finance"",""markets"",""central banks"",""precious metals"",""wealth"",""economy"",""gold price"",""history""]";2025-12-15 15:51:13.4508+00
c28d08c8-815f-4240-9a9a-6407fb0848c3;b5406c26-a063-440f-97e6-b1a27023c547;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""John Rockefeller"",""Rockefeller"",""history"",""Standard Oil"",""finance"",""economy"",""money"",""capitalism"",""wealth"",""banks""]";2025-12-15 16:25:41.190248+00
edb4e97d-2735-4c51-889c-590feee62f24;b0caad10-e9f6-474b-9248-2b70381fffd8;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""China"",""US Dollar"",""Financial Trap"",""Nixon"",""Gold Standard"",""Economy"",""Global System"",""Debt"",""Interest Rates"",""Petrodollars""]";2025-12-15 16:32:28.938648+00
7ecf6636-8c47-4f94-a80d-be078c3e5a5c;67c5e03a-9075-4663-adf9-eaffbb24ec33;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""investing"",""finance"",""market crisis"",""financial planning"",""stock market"",""wealth"",""portfolio"",""economic crisis"",""crisis investing"",""long term investment""]";2025-12-15 17:44:48.860588+00
80356496-0124-4561-bb9b-4d2ccd01c1d9;03f65527-0a40-43c4-b04c-dc0a16a6bb59;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""rice"",""gut health"",""metabolism"",""weight loss"",""nutrition"",""microbiome"",""diet"",""healthy eating"",""food science"",""wellness""]";2025-12-15 22:36:14.701794+00
d90a8dd8-ef2f-4a86-afc8-4287a9c1f6e3;eab67660-9add-4838-a750-758b345f5cf9;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""collagen"",""skin health"",""anti-aging"",""joint support"",""nutrition"",""supplements"",""well-being"",""health"",""diet"",""body care""]";2025-12-15 22:43:09.686796+00
